id,year,output,employment,capital,log_output,log_employment,log_capital,foreign,entry,age,export,exporter,import,importer,hicapital,hiemployment,research,log_research
4,2011,18.78489,490,143.3653,2.933053,6.194406,4.965396,1,1991,20,0,0,0,1,0,1,168.3992,5.126337
4,2012,30.85306,343,658.7341,3.429236,5.83773,6.49032,1,1991,21,0,0,6.398644,1,1,1,694.0068,6.542482
4,2013,17.34568,137,125.4627,2.853343,4.919981,4.832008,1,1991,22,.2762694,0,1267.486,1,0,0,157.9691,5.062399
4,2014,25.4498,333,342.3377,3.236708,5.808143,5.835798,1,1991,23,0,0,314.9212,1,1,1,364.368,5.898164
4,2015,22.56486,279,271.0041,3.116394,5.631212,5.602134,1,1991,24,0,0,0,1,1,1,298.0995,5.697427
5,2006,16.45439,104,139.7496,2.800592,4.644391,4.939853,0,1990,16,.7496317,0,0,0,0,0,166.8672,5.117198
5,2007,13.67554,132,83.85557,2.615609,4.882802,4.429096,0,1990,17,0,0,505.8556,0,0,0,112.5896,4.72375
5,2008,12.87126,114,109.4488,2.554997,4.736198,4.695457,0,1990,18,0,0,0,0,0,0,140.8176,4.947465
5,2009,12.1561,105,86.03104,2.497831,4.65396,4.454708,0,1990,19,0,0,0,0,0,0,117.8765,4.769638
5,2010,14.18163,201,76.70108,2.651948,5.303305,4.339916,0,1990,20,.7010823,0,0,0,0,1,107.8383,4.680633
5,2011,12.28837,157,93.28214,2.508653,5.056246,4.535629,0,1990,21,0,0,0,0,0,0,125.0076,4.828374
5,2012,14.1666,135,80.06153,2.650887,4.905275,4.382795,0,1990,22,1.061534,0,0,0,0,0,111.7461,4.716229
5,2013,13.19689,62,94.90393,2.579981,4.127134,4.552865,0,1990,23,0,0,331.9039,0,0,0,125.59,4.833023
5,2014,6.929255,169,15.33778,1.935752,5.129899,2.730319,0,1990,24,0,0,255.3378,0,0,0,44.15871,3.78779
5,2015,13.61757,168,95.93547,2.611361,5.123964,4.563676,0,1990,25,0,0,485.9355,0,0,0,128.6004,4.85671
6,2006,22.2233,453,263.2453,3.101141,6.115892,5.573086,1,1992,14,0,1,0,0,1,1,294.4261,5.685028
6,2007,19.49926,149,210.1352,2.970376,5.003946,5.347751,1,1992,15,3.11394,1,0,0,1,0,240.0748,5.48095
6,2008,20.14856,263,159.366,3.003133,5.572154,5.071203,1,1992,16,.3073601,1,1020.107,0,0,1,184.547,5.217904
6,2009,16.62616,340,112.7598,2.810977,5.828946,4.72526,1,1992,17,2.87998,1,432.71,0,0,1,139.6892,4.93942
6,2010,28.03484,194,473.4553,3.333448,5.267858,6.160058,1,1992,18,4.106985,1,0,0,1,0,505.6358,6.225817
6,2011,19.31378,324,171.9886,2.960819,5.780744,5.147429,1,1992,19,0,1,259.2356,0,1,1,197.6624,5.286561
6,2012,19.16473,305,147.398,2.953072,5.720312,4.993137,1,1992,20,10.43256,1,0,0,0,1,177.756,5.180412
6,2013,28.50009,452,537.8643,3.349907,6.113682,6.287606,1,1992,21,5.721374,1,52.86137,0,1,1,569.5491,6.344845
6,2014,24.83055,219,325.2593,3.212075,5.389072,5.784623,1,1992,22,3.440253,1,0,0,1,1,350.0927,5.858198
6,2015,24.3844,521,316.9153,3.193944,6.25575,5.758635,1,1992,23,1.18648,1,0,0,1,1,343.009,5.837757
7,2006,23.6402,386,274.8593,3.162949,5.955837,5.616259,1,1991,15,0,1,0,1,1,1,302.4663,5.71197
7,2007,17.0068,159,161.9012,2.833613,5.068904,5.086986,1,1991,16,4.066138,1,0,1,0,0,193.7576,5.266608
7,2008,23.16077,295,224.8475,3.14246,5.686975,5.415422,1,1991,17,2.228533,1,1205.349,1,1,1,253.5783,5.535673
7,2009,13.63194,166,95.28765,2.612416,5.111988,4.5569,1,1991,18,3.358421,1,0,1,0,0,126.0189,4.836432
7,2010,23.08383,261,334.3242,3.139132,5.56452,5.812111,1,1991,19,0,1,262.1884,1,1,1,357.7389,5.879803
7,2011,18.87034,272,110.5501,2.937591,5.605802,4.705469,1,1991,20,5.301193,1,903.9412,1,0,1,139.6151,4.93889
7,2012,29.01449,253,473.8008,3.367795,5.53339,6.160787,1,1991,21,17.19105,1,373.2511,1,1,1,499.7242,6.214056
7,2013,30.33628,404,506.1389,3.412344,6.001415,6.226811,1,1991,22,11.25201,1,1069.482,1,1,1,540.0641,6.291688
7,2014,21.05037,289,237.1645,3.046918,5.666427,5.468754,1,1991,23,0,1,157.0197,1,1,1,265.8045,5.582761
7,2015,23.74692,500,247.6397,3.167453,6.214608,5.511975,1,1991,24,0,1,888.6797,1,1,1,276.0174,5.620464
8,2006,15.17086,119,93.69062,2.719377,4.779123,4.539998,0,1990,16,.6906212,1,752.6906,1,0,0,121.5564,4.800379
8,2007,11.48192,142,52.72809,2.440774,4.955827,3.965148,0,1990,17,0,1,1239.728,1,0,0,83.53767,4.425298
8,2008,16.09495,128,136.0009,2.778505,4.85203,4.912662,0,1990,18,.0008924,1,325.0009,1,0,0,166.4987,5.114987
8,2009,12.24434,76,95.97141,2.505064,4.330733,4.56405,0,1990,19,0,1,0,1,0,0,125.7071,4.833954
8,2010,12.96389,114,77.23051,2.562168,4.736198,4.346795,0,1990,20,.2305121,1,0,1,0,0,111.2885,4.712126
8,2011,13.90164,154,108.0636,2.632007,5.036952,4.68272,0,1990,21,0,1,121.0636,1,0,0,144.2335,4.971434
8,2012,14.45358,91,94.08232,2.670943,4.510859,4.54417,0,1990,22,1.082321,1,0,1,0,0,123.006,4.812233
8,2013,16.61338,108,116.6746,2.810209,4.682131,4.759388,0,1990,23,.6745596,1,1279.675,1,0,0,148.9007,5.00328
8,2014,15.32918,163,135.3267,2.729758,5.09375,4.907691,0,1990,24,0,1,0,1,0,0,163.4332,5.096405
8,2015,15.01551,163,108.8214,2.709083,5.09375,4.689708,0,1990,25,0,1,402.8214,1,0,0,141.7501,4.954065
9,2006,16.74964,142,124.0679,2.818377,4.955827,4.820829,0,1990,16,1.067948,1,259.068,1,0,0,155.7323,5.048138
9,2007,16.79821,99,115.2206,2.821272,4.59512,4.746849,0,1990,17,2.220624,1,0,1,0,0,144.3096,4.971961
9,2008,14.51894,151,87.61757,2.675454,5.01728,4.472981,0,1990,18,.6175668,1,203.6176,1,0,0,116.1764,4.755109
9,2009,16.30819,174,92.77054,2.791667,5.159055,4.530129,0,1990,19,1.770536,1,359.7705,1,0,0,118.7137,4.776715
9,2010,12.50432,97,89.3091,2.526074,4.574711,4.492104,0,1990,20,0,1,0,1,0,0,119.745,4.785365
9,2011,16.08356,107,129.5014,2.777797,4.672829,4.863692,0,1990,21,.5014511,1,339.5015,1,0,0,155.4139,5.046092
9,2012,8.980039,128,55.46543,2.195004,4.85203,4.01576,0,1990,22,0,1,0,1,0,0,81.29284,4.398058
9,2013,14.41504,102,77.73878,2.668272,4.624973,4.353354,0,1990,23,.7387758,1,1069.739,1,0,0,109.4202,4.695195
9,2014,10.95767,120,73.3462,2.39404,4.787492,4.295191,0,1990,24,0,1,82.3462,1,0,0,104.2183,4.646488
9,2015,13.08936,91,86.18227,2.5718,4.510859,4.456464,0,1990,25,.1822649,1,0,1,0,0,115.5169,4.749417
10,2006,27.35533,200,412.9066,3.308911,5.298317,6.023221,1,1990,16,2.523481,1,0,1,1,1,440.5086,6.08793
10,2007,21.22303,216,285.0888,3.055087,5.375278,5.652801,1,1990,17,0,1,51.21149,1,1,1,314.7079,5.751645
10,2008,19.16327,153,193.809,2.952996,5.030438,5.266873,1,1990,18,3.066477,1,471.1365,1,1,0,224.0797,5.412002
10,2009,19.92571,261,210.5929,2.992011,5.56452,5.349927,1,1990,19,5.335881,1,412.5459,1,1,1,239.6707,5.479266
10,2010,12.06151,123,98.97089,2.490019,4.812184,4.594826,1,1990,20,0,1,0,1,0,0,128.4587,4.855608
10,2011,24.12666,256,333.6827,3.183317,5.545177,5.810191,1,1990,21,0,1,0,1,1,1,364.7611,5.899242
10,2012,32.28289,533,591.4571,3.474538,6.278522,6.382589,1,1990,22,6.130214,1,923.3302,1,1,1,618.8186,6.427812
10,2013,22.83417,203,266.0589,3.128258,5.313206,5.583718,1,1990,23,0,1,805.7938,1,1,1,296.4386,5.69184
10,2014,24.88307,470,312.258,3.214188,6.152733,5.74383,1,1990,24,3.116624,1,0,1,1,1,341.0248,5.831955
10,2015,19.70345,165,224.3615,2.980794,5.105946,5.413259,1,1990,25,0,1,106.0123,1,1,0,252.8193,5.532675
11,2006,22.42438,153,316.7531,3.110149,5.030438,5.758122,1,1993,13,0,0,702.3017,1,1,0,349.0218,5.855134
11,2007,17.69607,192,135.7565,2.873343,5.257495,4.910863,1,1993,14,0,0,1194.918,1,0,0,164.8264,5.104893
11,2008,24.71227,132,464.715,3.2073,4.882802,6.141424,1,1993,15,0,0,0,1,1,0,491.9652,6.198408
11,2009,34.42797,167,820.8519,3.538869,5.117994,6.710343,1,1993,16,0,0,1428.636,1,1,0,845.4365,6.739853
11,2010,19.21949,275,188.1958,2.955925,5.616771,5.237483,1,1993,17,5.236061,0,297.6461,1,1,1,221.8598,5.402046
11,2011,15.92892,392,88.11808,2.768136,5.971262,4.478678,1,1993,18,0,0,729.7643,1,0,1,120.4068,4.790876
11,2012,26.49402,490,401.4424,3.276919,6.194406,5.995064,1,1993,19,5.842624,0,335.5526,1,1,1,428.9838,6.061419
11,2013,17.46933,185,198.0794,2.860446,5.220356,5.288668,1,1993,20,0,0,0,1,1,0,227.7847,5.428401
11,2014,19.91485,146,230.297,2.991466,4.983607,5.43937,1,1993,21,1.131462,0,715.5215,1,1,0,261.3521,5.565868
11,2015,32.84958,168,696.7379,3.491939,5.123964,6.546409,1,1993,22,1.061065,0,0,1,1,0,726.6805,6.588487
12,2006,16.27226,139,119.1932,2.789462,4.934474,4.780746,0,1994,12,.193188,0,883.1932,1,0,0,148.0621,4.997632
12,2007,12.31103,97,85.82042,2.510495,4.574711,4.452257,0,1994,13,0,0,411.8204,1,0,0,115.4231,4.748605
12,2008,14.24645,135,99.07517,2.656508,4.905275,4.595879,0,1994,14,.0751749,0,0,1,0,0,127.9159,4.851373
12,2009,13.29558,159,100.8015,2.587432,5.068904,4.613153,0,1994,15,0,0,28.80149,1,0,0,124.9205,4.827678
12,2010,15.15638,77,122.0843,2.718422,4.343805,4.804712,0,1994,16,0,0,1502.084,1,0,0,151.0966,5.01792
12,2011,15.43402,133,111.6549,2.736574,4.890349,4.715413,0,1994,17,.6549187,0,32.65492,1,0,0,148.969,5.003738
12,2012,15.55293,102,131.2657,2.744249,4.624973,4.877223,0,1994,18,.2656978,0,0,1,0,0,159.1931,5.070117
12,2013,9.204598,120,43.58762,2.219703,4.787492,3.774773,0,1994,19,0,0,0,1,0,0,68.31889,4.224186
12,2014,14.85804,154,123.4171,2.698541,5.036952,4.815569,0,1994,20,0,0,0,1,0,0,153.9514,5.036637
12,2015,12.32745,125,93.60575,2.511829,4.828314,4.539092,0,1994,21,0,0,0,1,0,0,125.5303,4.832547
13,2006,22.09418,410,216.9719,3.095314,6.016157,5.379768,1,1992,14,0,1,971.2239,1,1,1,245.811,5.504563
13,2007,32.45143,153,727.6221,3.479744,5.030438,6.589782,1,1992,15,0,1,193.6805,1,1,0,760.5436,6.634033
13,2008,20.66441,229,221.1688,3.028413,5.433722,5.398926,1,1992,16,0,1,0,1,1,1,251.453,5.527256
13,2009,27.33627,296,446.7374,3.308214,5.69036,6.101971,1,1992,17,3.114821,1,0,1,1,1,478.3489,6.170341
13,2010,20.54284,447,174.2061,3.022512,6.102559,5.160239,1,1992,18,5.978027,1,77.85802,1,1,1,203.7093,5.316694
13,2011,22.34182,203,314.8229,3.10646,5.313206,5.75201,1,1992,19,3.473661,1,342.2237,1,1,1,337.842,5.822578
13,2012,15.2162,478,71.06138,2.722361,6.169611,4.263544,1,1992,20,0,1,0,1,0,1,103.3693,4.638309
13,2013,28.30731,267,429.2025,3.34312,5.587249,6.061929,1,1992,21,8.036542,1,1297.767,1,1,1,463.7344,6.139312
13,2014,31.25655,549,576.5034,3.442229,6.308098,6.356981,1,1992,22,.1686336,1,8.588634,1,1,1,604.5225,6.404439
13,2015,19.58738,467,169.0129,2.974885,6.146329,5.129975,1,1992,23,0,1,0,1,1,1,198.5294,5.290937
14,2006,16.33532,148,132.86,2.79333,4.997212,4.889296,0,1998,8,0,0,550.86,1,0,0,163.6258,5.097582
14,2007,13.56401,73,118.1614,2.60742,4.29046,4.772051,0,1998,9,0,0,0,1,0,0,148.1921,4.998509
14,2008,13.99492,163,63.38116,2.638695,5.09375,4.149167,0,1998,10,1.381161,0,115.3812,1,0,0,88.85687,4.487027
14,2009,15.01893,48,115.0476,2.709312,3.871201,4.745346,0,1998,11,1.047633,0,140.0476,1,0,0,147.099,4.991106
14,2010,11.09717,155,61.25397,2.40669,5.043425,4.115028,0,1998,12,0,0,596.254,1,0,0,85.9388,4.453636
14,2011,14.60062,131,94.50655,2.681064,4.875197,4.548669,0,1998,13,.5065429,0,175.5065,1,0,0,122.5643,4.808635
14,2012,13.51388,80,120.5954,2.603717,4.382027,4.792441,0,1998,14,0,0,353.5954,1,0,0,146.5234,4.987185
14,2013,17.08112,156,155.7165,2.837974,5.049856,5.048037,0,1998,15,0,0,486.7166,1,0,0,186.258,5.227133
14,2014,14.67579,150,86.99293,2.686199,5.010635,4.465827,0,1998,16,.992925,0,0,1,0,0,117.5188,4.766598
14,2015,12.33674,84,84.26944,2.512582,4.430817,4.434019,0,1998,17,0,0,279.2694,1,0,0,116.3961,4.756999
15,2006,20.35181,227,220.2811,3.01317,5.42495,5.394905,1,1990,16,0,1,0,1,1,1,254.1788,5.538038
15,2007,19.09681,108,214.4007,2.949521,4.682131,5.367847,1,1990,17,0,1,103.2171,1,1,0,244.6964,5.500018
15,2008,17.40394,290,153.6871,2.856696,5.669881,5.034919,1,1990,18,8.464248,1,194.1142,1,0,1,183.8569,5.214158
15,2009,17.86173,194,126.1971,2.882661,5.267858,4.837845,1,1990,19,1.345987,1,318.386,1,0,0,156.7222,5.054475
15,2010,21.19366,336,173.9523,3.053702,5.817111,5.158781,1,1990,20,2.985332,1,332.8553,1,1,1,203.6746,5.316524
15,2011,29.31185,386,447.0526,3.377992,5.955837,6.102676,1,1990,21,0,1,691.4867,1,1,1,476.0102,6.165439
15,2012,22.56044,224,276.8559,3.116198,5.411646,5.623497,1,1990,22,4.400051,1,122.6301,1,1,1,308.0267,5.730186
15,2013,22.83501,329,273.8381,3.128295,5.796058,5.612537,1,1990,23,2.07485,1,0,1,1,1,301.2386,5.707903
15,2014,22.28677,457,254.5252,3.103993,6.124683,5.5394,1,1990,24,1.865395,1,0,1,1,1,284.8166,5.651845
15,2015,27.29364,393,410.0705,3.306653,5.97381,6.016329,1,1990,25,6.657979,1,0,1,1,1,448.2559,6.105364
16,2006,19.90399,350,157.9194,2.99092,5.857933,5.062085,1,1991,15,0,0,286.174,1,0,1,186.3894,5.227838
16,2007,16.00786,339,112.085,2.77308,5.826,4.719258,1,1991,16,0,0,257.3515,1,0,1,138.157,4.928391
16,2008,25.71084,409,393.2848,3.246913,6.013715,5.974534,1,1991,17,0,0,151.5932,1,1,1,420.2473,6.040843
16,2009,19.62109,470,191.5293,2.976605,6.152733,5.255041,1,1991,18,0,0,73.32507,1,1,1,222.3585,5.404291
16,2010,20.85598,450,204.6919,3.037641,6.109248,5.321506,1,1991,19,0,0,0,1,1,1,236.6533,5.466596
16,2011,13.9869,631,56.1904,2.638121,6.447306,4.028746,1,1991,20,.6395134,0,410.1195,1,0,1,88.78233,4.486187
16,2012,26.19959,597,367.5385,3.265744,6.391917,5.906828,1,1991,21,9.869707,0,246.7597,1,1,1,397.8901,5.986176
16,2013,32.68123,298,695.3152,3.486801,5.697093,6.544365,1,1991,22,1.689789,0,74.66979,1,1,1,732.7826,6.596849
16,2014,21.38457,258,228.4879,3.06267,5.552959,5.431483,1,1991,23,3.518027,0,0,1,1,1,263.8354,5.575325
16,2015,27.18709,398,436.0804,3.302742,5.986452,6.077826,1,1991,24,0,0,0,1,1,1,466.0753,6.144347
17,2006,19.32899,264,190.4614,2.961606,5.575949,5.249449,1,1991,15,5.716894,1,0,1,1,1,220.0118,5.393681
17,2007,22.58165,161,322.0126,3.117137,5.081404,5.774591,1,1991,16,2.282402,1,526.4024,1,1,0,357.6102,5.879444
17,2008,18.01881,174,123.3057,2.891417,5.159055,4.814667,1,1991,17,1.778215,1,0,1,0,0,149.9476,5.010286
17,2009,21.99435,349,252.307,3.090786,5.855072,5.530647,1,1991,18,2.242136,1,280.9421,1,1,1,280.7084,5.637316
17,2010,18.64743,174,183.9608,2.925708,5.159055,5.214723,1,1991,19,0,1,121.2223,1,1,0,213.5803,5.364013
17,2011,30.79665,285,539.3262,3.427406,5.652489,6.29032,1,1991,20,6.928505,1,495.4585,1,1,1,569.9233,6.345502
17,2012,17.09154,303,114.0043,2.838583,5.713733,4.736236,1,1991,21,0,1,0,1,0,1,144.6522,4.974332
17,2013,28.30552,403,410.4615,3.343057,5.998937,6.017282,1,1991,22,0,1,1307.68,1,1,1,438.3891,6.083107
17,2014,17.35592,117,104.0974,2.853934,4.762174,4.645327,1,1991,23,3.766953,1,1157.747,1,0,0,138.8028,4.933054
17,2015,22.83205,494,248.2249,3.128165,6.202536,5.514335,1,1991,24,0,1,0,1,1,1,277.855,5.6271
18,2006,17.8724,652,98.2797,2.883258,6.480044,4.587818,1,1990,16,0,0,48.8532,1,0,1,126.9087,4.843468
18,2007,30.29949,357,501.6551,3.411131,5.877736,6.217913,1,1990,17,3.62708,0,500.4371,1,1,1,532.3831,6.277363
18,2008,19.91196,376,163.0001,2.99132,5.929589,5.093751,1,1990,18,2.109421,0,0,1,1,1,193.5441,5.265505
18,2009,16.48318,531,116.4411,2.802341,6.274762,4.757386,1,1990,19,0,0,344.7382,1,0,1,142.0756,4.956359
18,2010,21.23453,255,251.4254,3.055629,5.541264,5.527146,1,1990,20,0,0,0,1,1,1,278.6119,5.62982
18,2011,18.82311,658,123.3684,2.935085,6.489205,4.815176,1,1990,21,0,0,0,1,0,1,149.7613,5.009042
18,2012,19.75213,249,163.5891,2.983261,5.517453,5.097358,1,1990,22,4.962121,0,366.2521,1,1,1,188.4978,5.239086
18,2013,19.31429,95,228.9413,2.960845,4.553877,5.433465,1,1990,23,0,0,837.4258,1,1,0,260.7003,5.563372
18,2014,19.83029,556,159.6554,2.987211,6.320768,5.073018,1,1990,24,0,0,0,1,0,1,189.2135,5.242876
18,2015,15.14791,217,94.53958,2.717863,5.379897,4.549018,1,1990,25,0,0,356.066,1,0,1,122.6072,4.808986
19,2006,12.60994,133,74.73463,2.534486,4.890349,4.313943,0,1990,16,0,1,53.73463,1,0,0,108.5925,4.687603
19,2007,10.76618,188,29.14176,2.37641,5.236442,3.372172,0,1990,17,.1417606,1,582.1418,1,0,0,62.0435,4.127836
19,2008,15.13785,88,111.4286,2.717198,4.477337,4.713384,0,1990,18,.4285871,1,493.4286,1,0,0,141.4573,4.951998
19,2009,11.18253,174,33.10501,2.414353,5.159055,3.499685,0,1990,19,0,1,1813.105,1,0,0,60.17553,4.097266
19,2010,10.62941,45,67.42847,2.363624,3.806663,4.211067,0,1990,20,0,1,56.42847,1,0,0,101.6794,4.621825
19,2011,10.72595,162,37.22881,2.372666,5.087596,3.617083,0,1990,21,.2288114,1,0,1,0,0,58.39986,4.067314
19,2012,14.59283,90,108.9688,2.68053,4.49981,4.691062,0,1990,22,0,1,547.9688,1,0,0,136.6252,4.917242
19,2013,13.69355,96,93.32402,2.616925,4.564348,4.536077,0,1990,23,.3240203,1,0,1,0,0,122.4684,4.807853
19,2014,11.91944,130,43.25081,2.478171,4.867535,3.767016,0,1990,24,1.250811,1,0,1,0,0,65.7119,4.18528
19,2015,15.2327,134,105.8322,2.723444,4.89784,4.661854,0,1990,25,.832161,1,0,1,0,0,134.6177,4.902439
20,2006,24.83249,178,363.173,3.212153,5.181784,5.894879,1,1990,16,0,0,665.3072,1,1,0,390.6965,5.967931
20,2007,23.90769,142,395.7832,3.1742,4.955827,5.980866,1,1990,17,1.382002,0,441.062,1,1,0,429.2961,6.062147
20,2008,20.51451,520,204.2968,3.021132,6.253829,5.319574,1,1990,18,.2954651,0,61.57547,1,1,1,236.6099,5.466413
20,2009,15.35448,313,95.14514,2.731407,5.746203,4.555404,1,1990,19,0,0,0,1,0,1,125.7089,4.833969
20,2010,25.97569,373,303.9569,3.257161,5.921578,5.716886,1,1990,20,0,0,1331.271,1,1,1,337.2621,5.82086
20,2011,22.55592,313,245.676,3.115997,5.746203,5.504014,1,1990,21,1.878164,0,0,1,1,1,276.0535,5.620595
20,2012,18.13401,527,88.13728,2.897789,6.2672,4.478896,1,1990,22,2.766246,0,389.7362,1,0,1,123.7243,4.818056
20,2013,20.86917,724,155.6593,3.038273,6.584791,5.047669,1,1990,23,0,0,0,1,0,1,185.2005,5.221439
20,2014,15.56904,253,125.1005,2.745284,5.53339,4.829117,1,1990,24,0,0,0,1,0,1,149.5955,5.007935
20,2015,15.31637,189,97.22819,2.728922,5.241747,4.577061,1,1990,25,0,0,0,1,0,0,127.9602,4.851719
21,2006,14.68051,108,91.19308,2.686521,4.682131,4.512979,0,1990,16,1.193082,0,0,0,0,0,122.4722,4.807884
21,2007,13.84205,192,89.41792,2.627711,5.257495,4.493321,0,1990,17,0,0,296.4179,0,0,0,120.2681,4.789724
21,2008,15.0249,114,76.28444,2.709709,4.736198,4.334469,0,1990,18,2.284436,0,0,0,0,0,105.4026,4.657788
21,2009,15.60162,177,105.0624,2.747375,5.17615,4.654555,0,1990,19,.0624198,0,753.0624,0,0,0,133.3577,4.893035
21,2010,13.48619,138,90.77373,2.601666,4.927254,4.50837,0,1990,20,0,0,0,0,0,0,126.0949,4.837035
21,2011,10.72702,106,62.01103,2.372766,4.663439,4.127312,0,1990,21,0,0,0,0,0,0,95.60631,4.560239
21,2012,15.4861,128,114.6955,2.739943,4.85203,4.742281,0,1990,22,.6954947,0,0,0,0,0,146.5249,4.987195
21,2013,11.69704,127,82.56358,2.459336,4.844187,4.413568,0,1990,23,0,0,0,0,0,0,108.8837,4.69028
21,2014,14.52924,132,120.7204,2.676163,4.882802,4.793477,0,1990,24,0,0,734.7204,0,0,0,151.1794,5.018467
21,2015,15.63794,98,143.9337,2.7497,4.584968,4.969353,0,1990,25,0,0,0,0,0,0,173.9736,5.158904
22,2006,15.3091,119,103.1765,2.728447,4.779123,4.636441,0,1990,16,.1764682,1,937.1765,1,0,0,134.5815,4.90217
22,2007,14.43832,90,95.56921,2.669886,4.49981,4.559851,0,1990,17,.5692129,1,394.5692,1,0,0,127.997,4.852007
22,2008,13.79921,118,51.61152,2.624612,4.770685,3.943745,0,1990,18,1.611517,1,967.6115,1,0,0,77.89972,4.355422
22,2009,12.95701,71,111.0182,2.561637,4.26268,4.709694,0,1990,19,0,1,0,1,0,0,144.9277,4.976235
22,2010,14.25856,166,71.34987,2.657358,5.111988,4.267595,0,1990,20,1.349866,1,0,1,0,0,98.216,4.587169
22,2011,14.6083,135,83.30865,2.68159,4.905275,4.422553,0,1990,21,1.308644,1,0,1,0,0,116.7217,4.759793
